T	<m>	d<m>
2.260	-0.663	0.088
2.260	-0.688	0.097
2.260	-0.550	0.107
2.260	0.405	0.113
2.260	0.706	0.105
2.260	0.445	0.097
2.260	0.676	0.111
2.260	0.448	0.111
2.260	0.710	0.107
2.260	-0.571	0.099
2.260	0.191	0.074
2.260	-0.647	0.115
2.260	-0.151	0.103
2.260	-0.375	0.102
2.260	0.508	0.097
2.260	0.683	0.103
2.260	0.683	0.103
2.260	0.148	0.107
2.260	0.599	0.098
2.260	0.548	0.112
2.260	0.635	0.111
2.260	0.640	0.096
2.260	-0.304	0.094
2.260	-0.670	0.110
2.260	0.247	0.094
2.260	-0.583	0.131
2.260	-0.643	0.112
2.260	-0.497	0.112
2.260	0.680	0.107
2.260	-0.581	0.113
2.260	0.369	0.101
2.260	-0.493	0.108
2.260	0.412	0.104
2.260	0.333	0.122
2.260	0.544	0.118
2.260	0.546	0.121
2.260	-0.601	0.121
2.260	-0.549	0.107
2.260	-0.484	0.114
2.260	0.720	0.100
2.260	0.450	0.098
2.260	0.639	0.098
2.260	-0.760	0.084
2.260	0.271	0.076
2.260	0.707	0.092
2.260	0.523	0.115
2.260	-0.646	0.109
2.260	-0.669	0.109
2.260	-0.582	0.104
2.260	0.672	0.108
2.260	-0.514	0.101
2.260	-0.637	0.111
2.260	-0.222	0.076
2.260	0.467	0.110
2.260	-0.653	0.094
2.260	0.307	0.087
2.260	0.691	0.105
2.260	0.628	0.129
2.260	-0.570	0.092
2.260	-0.486	0.108
2.260	-0.391	0.076
2.260	-0.660	0.109
2.260	-0.718	0.099
2.260	0.623	0.105
2.260	-0.520	0.114
2.260	-0.532	0.123
2.260	-0.528	0.109
2.260	-0.624	0.102
2.260	-0.742	0.092
2.260	-0.690	0.100
2.260	0.473	0.113
2.260	0.497	0.130
2.260	0.599	0.104
2.260	-0.285	0.077
2.260	0.648	0.104
2.260	0.683	0.095
2.260	0.659	0.091
2.260	0.302	0.076
2.260	-0.660	0.094
2.260	0.563	0.096
2.260	-0.687	0.094
2.260	-0.594	0.111
2.260	0.609	0.093
2.260	-0.175	0.113
2.260	-0.707	0.090
2.260	0.703	0.101
2.260	-0.472	0.091
2.260	-0.610	0.088
2.260	0.702	0.090
2.260	0.547	0.093
2.260	0.578	0.102
2.260	-0.559	0.103
2.260	0.615	0.097
2.260	-0.501	0.092
2.260	0.511	0.102
2.260	-0.154	0.072
2.260	0.610	0.094
2.260	-0.696	0.095
2.260	0.188	0.076
2.260	0.530	0.098
2.260	-0.510	0.100
2.260	-0.542	0.106
2.260	-0.519	0.098
2.260	-0.591	0.104
2.260	0.362	0.127
2.260	-0.559	0.095
2.260	-0.563	0.088
2.260	0.634	0.107
2.260	0.656	0.099
2.260	0.354	0.106
2.260	-0.603	0.119
2.260	0.207	0.100
2.260	0.527	0.100
2.260	0.445	0.125
2.260	0.642	0.108
2.260	-0.629	0.100
2.260	0.448	0.104
2.260	0.479	0.107
2.260	0.558	0.106
2.260	0.677	0.111
2.260	-0.683	0.104
2.260	-0.693	0.091
2.260	-0.524	0.090
2.260	0.433	0.103
2.260	0.481	0.106
2.260	-0.614	0.114
2.260	-0.493	0.110
2.260	-0.349	0.103
2.260	0.654	0.102
2.260	0.493	0.089
2.260	0.658	0.092
2.260	-0.663	0.107
2.260	0.594	0.120
2.260	-0.555	0.098
2.260	0.446	0.117
2.260	-0.627	0.100
2.260	0.721	0.094
2.260	-0.588	0.101
2.260	-0.722	0.100
2.260	-0.558	0.107
2.260	-0.606	0.103
2.260	0.672	0.104
2.260	-0.637	0.098
2.260	-0.664	0.101
2.260	0.253	0.089
2.260	-0.575	0.106
2.260	0.520	0.122
2.260	-0.598	0.120
2.260	-0.510	0.123
2.260	-0.689	0.093
2.260	-0.698	0.096
2.260	0.430	0.115
2.260	-0.662	0.105
2.260	-0.510	0.108
2.260	-0.672	0.094
2.260	0.484	0.116
2.260	0.643	0.114
2.260	-0.565	0.105
2.260	0.620	0.112
2.260	0.445	0.105
2.260	-0.684	0.098
2.260	-0.664	0.094
2.260	0.173	0.091
2.260	0.440	0.108
2.260	0.549	0.123
2.260	-0.491	0.126
2.260	-0.512	0.113
2.260	0.195	0.087
2.260	-0.681	0.105
2.260	-0.299	0.087
2.260	-0.495	0.109
2.260	0.545	0.107
2.260	-0.649	0.108
2.260	0.677	0.104
2.260	0.509	0.120
2.260	-0.631	0.101
2.260	-0.587	0.101
2.260	0.682	0.104
2.260	-0.677	0.095
2.260	-0.273	0.120
2.260	0.497	0.091
2.260	0.418	0.100
2.260	-0.621	0.100
2.260	-0.579	0.100
2.260	-0.562	0.117
2.260	0.238	0.106
2.260	-0.520	0.123
2.260	-0.648	0.096
2.260	-0.545	0.107
2.260	-0.549	0.082
2.260	0.655	0.096
2.260	0.670	0.101
2.260	0.674	0.106
2.260	-0.326	0.110
2.260	0.709	0.094
2.260	0.577	0.121
2.260	-0.678	0.111
2.260	0.674	0.109
2.260	-0.475	0.128
2.260	-0.674	0.088
2.260	-0.642	0.106
2.260	0.212	0.073
2.260	0.330	0.107
2.260	-0.697	0.104
2.260	-0.436	0.099
2.260	0.346	0.112
2.260	-0.087	0.083
2.260	0.593	0.114
2.260	-0.624	0.100
2.260	-0.479	0.112
2.260	0.675	0.096
2.260	-0.014	0.111
2.260	0.053	0.070
2.260	-0.539	0.085
2.260	-0.669	0.109
2.260	0.584	0.122
2.260	-0.376	0.118
2.260	-0.541	0.117
2.260	-0.631	0.102
2.260	0.696	0.110
2.260	-0.609	0.115
2.260	-0.551	0.117
2.260	0.689	0.100
2.260	0.653	0.101
2.260	0.667	0.112
2.260	0.233	0.090
2.260	-0.563	0.110
2.260	0.461	0.100
2.260	-0.546	0.096
2.260	-0.477	0.128
2.260	-0.305	0.098
2.260	-0.628	0.121
2.260	-0.298	0.108
2.260	-0.666	0.109
2.260	0.652	0.106
2.260	0.690	0.106
2.260	0.718	0.102
2.260	0.683	0.097
2.260	-0.629	0.098
2.260	0.671	0.100
2.260	0.665	0.097
2.260	0.384	0.112
2.260	0.536	0.120
2.260	-0.404	0.098
2.260	0.453	0.108
2.260	-0.509	0.113
2.260	0.105	0.096
2.260	0.648	0.103
2.260	0.663	0.106
2.260	0.563	0.101
2.260	-0.702	0.103
2.260	0.449	0.104
2.260	-0.375	0.090
2.260	0.581	0.105
2.260	-0.580	0.088
2.260	0.581	0.124
2.260	-0.265	0.105
2.260	0.028	0.071
2.260	-0.112	0.088
2.260	0.666	0.113
2.260	-0.052	0.115
2.260	0.624	0.120
2.260	0.702	0.106
2.260	0.625	0.100
2.260	-0.669	0.100
2.260	0.527	0.123
2.260	0.150	0.076
2.260	0.621	0.108
2.260	0.504	0.113
2.260	-0.610	0.102
2.260	-0.130	0.098
2.260	-0.680	0.103
2.260	-0.640	0.105
2.260	-0.712	0.089
2.260	-0.545	0.122
2.260	0.360	0.108
2.260	-0.604	0.097
2.260	0.673	0.102
2.260	0.704	0.097
2.260	-0.510	0.115
2.260	0.473	0.109
2.260	-0.591	0.111
2.260	-0.462	0.089
2.260	0.718	0.091
2.260	-0.674	0.087
2.260	0.711	0.100
2.260	-0.136	0.073
2.260	0.099	0.077
2.260	-0.633	0.115
2.260	-0.343	0.103
2.260	0.655	0.123
2.260	-0.538	0.104
2.260	-0.644	0.109
2.260	0.695	0.108
2.260	0.691	0.089
2.260	0.582	0.115
2.260	0.526	0.113
2.260	0.051	0.074
2.260	-0.266	0.096
2.260	0.423	0.096
2.260	0.654	0.092
2.260	-0.262	0.100
2.260	-0.428	0.101
2.260	0.535	0.117
2.260	-0.649	0.097
2.260	0.573	0.115
2.260	0.371	0.129
2.260	-0.642	0.091
2.260	0.185	0.106
2.260	0.694	0.097
2.260	-0.313	0.119
2.260	0.451	0.107
2.260	0.570	0.102
2.260	0.622	0.121
2.260	0.612	0.106
2.260	-0.725	0.091
2.260	0.647	0.115
2.260	-0.718	0.102
2.260	-0.657	0.107
2.260	-0.669	0.096
2.260	-0.622	0.105
2.260	0.309	0.110
2.260	0.578	0.087
2.260	0.683	0.106
2.260	0.718	0.089
2.260	-0.597	0.111
2.260	-0.491	0.099
2.260	-0.665	0.103
2.260	0.676	0.107
2.260	0.471	0.099
2.260	-0.672	0.108
2.260	-0.239	0.109
2.260	0.395	0.117
2.260	0.438	0.102
2.260	-0.397	0.111
2.260	-0.539	0.122
2.260	-0.622	0.108
2.260	-0.487	0.113
2.260	-0.606	0.095
2.260	-0.618	0.090
2.260	-0.585	0.130
2.260	-0.621	0.104
2.260	-0.672	0.099
2.260	0.167	0.091
2.260	-0.302	0.097
2.260	0.480	0.096
2.260	0.715	0.094
2.260	-0.310	0.091
2.260	0.592	0.116
2.260	0.626	0.111
2.260	0.479	0.107
2.260	-0.383	0.102
2.260	-0.589	0.125
2.260	0.355	0.096
2.260	-0.631	0.109
2.260	-0.525	0.102
2.260	-0.516	0.118
2.260	-0.742	0.088
2.260	0.639	0.107
2.260	-0.642	0.108
2.260	-0.690	0.096
2.260	0.627	0.095
2.260	-0.634	0.113
2.260	0.662	0.105
2.260	0.437	0.102
2.260	0.730	0.087
2.260	-0.560	0.107
2.260	-0.577	0.117
2.260	0.504	0.109
2.260	-0.611	0.095
2.260	-0.561	0.105
2.260	-0.639	0.106
2.260	-0.526	0.124
2.260	0.448	0.119
2.260	-0.312	0.093
2.260	0.728	0.096
2.260	-0.656	0.093
2.260	-0.621	0.119
2.260	0.427	0.101
2.260	-0.413	0.124
2.260	0.395	0.112
2.260	-0.381	0.112
2.260	0.613	0.105
2.260	0.709	0.092
2.260	-0.604	0.122
2.260	-0.318	0.094
2.260	-0.545	0.097
2.260	-0.627	0.101
2.260	0.711	0.100
2.260	0.719	0.103
2.260	-0.619	0.095
2.260	0.621	0.109
2.260	-0.601	0.112
2.260	0.675	0.106
2.260	0.675	0.106
2.260	0.588	0.100
2.260	-0.680	0.105
2.260	0.637	0.104
2.260	-0.247	0.086
2.260	0.178	0.099
2.260	-0.460	0.100
2.260	-0.467	0.127
2.260	0.608	0.104
2.260	-0.683	0.099
2.260	-0.640	0.105
2.260	-0.563	0.117
2.260	0.049	0.111
2.260	-0.421	0.103
2.260	-0.667	0.094
2.260	0.607	0.095
2.260	0.540	0.105
2.260	0.453	0.094
2.260	0.533	0.118
2.260	0.520	0.108
2.260	-0.444	0.115
2.260	0.352	0.110
2.260	-0.549	0.095
2.260	-0.704	0.090
2.260	0.364	0.102
2.260	-0.457	0.102
2.260	0.643	0.103
2.260	-0.668	0.102
2.260	-0.521	0.118
2.260	-0.465	0.102
2.260	0.435	0.118
2.260	-0.374	0.103
2.260	-0.306	0.104
2.260	0.619	0.117
2.260	0.666	0.106
2.260	-0.692	0.109
2.260	0.682	0.101
2.260	-0.593	0.109
2.260	0.525	0.122
2.260	-0.507	0.103
2.260	-0.670	0.100
2.260	0.665	0.099
2.260	-0.718	0.094
2.260	0.679	0.103
2.260	-0.617	0.108
2.260	-0.230	0.080
2.260	0.533	0.104
2.260	-0.384	0.088
2.260	0.682	0.112
2.260	0.456	0.098
2.260	-0.676	0.106
2.260	0.594	0.096
2.260	0.519	0.097
2.260	-0.243	0.101
2.260	-0.649	0.109
2.260	0.443	0.111
2.260	-0.666	0.097
2.260	0.096	0.072
2.260	0.699	0.092
2.260	0.436	0.092
2.260	-0.616	0.109
2.260	-0.716	0.091
2.260	0.659	0.106
2.260	0.662	0.105
2.260	-0.710	0.088
2.260	-0.675	0.117
2.260	0.626	0.115
2.260	0.644	0.104
2.260	0.587	0.112
2.260	0.699	0.099
2.260	-0.602	0.121
2.260	-0.520	0.104
2.260	-0.731	0.091
2.260	0.720	0.101
2.260	-0.360	0.129
2.260	0.457	0.113
2.260	0.709	0.089
2.260	-0.594	0.111
2.260	0.513	0.106
2.260	-0.673	0.110
2.260	-0.354	0.094
2.260	0.186	0.111
2.260	0.597	0.103
2.260	0.640	0.093
2.260	-0.341	0.116
2.260	-0.542	0.106
2.260	-0.571	0.110
2.260	0.477	0.094
2.260	0.692	0.104
2.260	0.536	0.108
2.260	-0.649	0.106
2.260	0.337	0.095
2.260	-0.676	0.094
2.260	-0.292	0.098
2.260	-0.593	0.109
2.260	-0.585	0.107
2.260	-0.582	0.111
2.260	0.222	0.110
2.260	-0.451	0.106
2.260	-0.633	0.099
2.260	0.698	0.109
2.260	-0.685	0.104
2.260	0.541	0.101
2.260	-0.567	0.101
2.260	0.654	0.090
2.260	0.718	0.093
2.260	0.634	0.104
2.260	-0.589	0.116
2.260	-0.449	0.103
2.260	-0.701	0.107
2.260	0.466	0.111
2.260	0.230	0.084
2.260	0.277	0.102
2.260	-0.618	0.116
2.260	-0.641	0.112
2.260	-0.588	0.112
2.260	0.250	0.102
2.260	0.349	0.100
2.260	0.643	0.110
2.260	0.608	0.085
2.260	0.317	0.082
2.260	-0.617	0.097
2.260	-0.285	0.122
2.260	0.536	0.114
2.260	0.322	0.110
2.260	-0.505	0.118
2.260	-0.694	0.094
2.260	0.632	0.098
2.260	-0.637	0.091
2.260	0.493	0.104
2.260	0.474	0.094
2.260	-0.662	0.105
2.260	0.625	0.097
2.260	0.532	0.101
2.260	-0.649	0.092
2.260	0.706	0.113
2.260	0.093	0.109
2.260	0.524	0.101
2.260	0.621	0.112
2.260	-0.688	0.096
2.260	0.673	0.101
2.260	-0.508	0.107
2.260	0.559	0.109
2.260	0.597	0.114
2.260	-0.412	0.100
2.260	0.493	0.109
2.260	0.581	0.107
2.260	-0.587	0.099
2.260	0.080	0.110
2.260	0.666	0.102
2.260	0.628	0.098
2.260	-0.667	0.095
2.260	-0.526	0.117
2.260	-0.597	0.094
2.260	0.578	0.116
2.260	-0.566	0.101
2.260	0.526	0.099
2.260	0.723	0.101
2.260	-0.635	0.102
2.260	-0.521	0.114
2.260	-0.565	0.107
2.260	-0.593	0.108
2.260	-0.560	0.104
2.260	-0.622	0.114
2.260	-0.619	0.109
2.260	0.677	0.101
2.260	0.481	0.107
2.260	0.619	0.103
2.260	0.743	0.087
2.260	-0.717	0.098
2.260	0.624	0.110
2.260	-0.573	0.109
2.260	0.659	0.108
2.260	0.694	0.098
2.260	-0.378	0.098
2.260	-0.708	0.116
2.260	0.513	0.103
2.260	-0.616	0.088
2.260	-0.513	0.132
2.260	-0.644	0.111
2.260	0.557	0.099
2.260	-0.388	0.110
2.260	0.686	0.094
2.260	-0.654	0.090
2.260	-0.642	0.117
2.260	0.708	0.090
2.260	0.600	0.131
2.260	0.632	0.105
2.260	0.526	0.102
2.260	-0.570	0.118
2.260	-0.149	0.094
2.260	0.682	0.088
2.260	0.694	0.100
2.260	-0.543	0.122
2.260	0.601	0.139
2.260	0.555	0.095
2.260	-0.454	0.105
2.260	0.510	0.114
2.260	0.546	0.105
2.260	-0.729	0.090
2.260	-0.646	0.097
2.260	0.382	0.110
2.260	-0.283	0.105
2.260	0.582	0.120
2.260	0.374	0.121
2.260	0.114	0.076
2.260	0.638	0.102
2.260	-0.657	0.087
2.260	0.606	0.116
2.260	-0.640	0.106
2.260	0.711	0.101
2.260	-0.637	0.104
2.260	-0.618	0.097
2.260	-0.764	0.091
2.260	-0.521	0.108
2.260	0.574	0.102
2.260	-0.587	0.084
2.260	-0.711	0.092
2.260	-0.557	0.088
2.260	0.397	0.117
2.260	-0.607	0.095
2.260	0.658	0.108
2.260	-0.532	0.127
2.260	0.580	0.096
2.260	0.527	0.096
2.260	-0.607	0.109
2.260	0.626	0.114
2.260	-0.701	0.096
2.260	0.555	0.128
2.260	0.296	0.086
2.260	0.700	0.107
2.260	0.614	0.101
2.260	-0.431	0.118
2.260	0.383	0.095
2.260	-0.616	0.098
2.260	0.691	0.100
2.260	-0.632	0.086
2.260	0.155	0.068
2.260	-0.246	0.100
2.260	0.586	0.100
2.260	-0.615	0.100
2.260	-0.571	0.112
2.260	-0.142	0.116
2.260	0.537	0.109
2.260	0.224	0.097
2.260	0.654	0.106
2.260	-0.425	0.085
2.260	0.380	0.085
2.260	-0.057	0.116
2.260	-0.617	0.119
2.260	-0.638	0.103
2.260	-0.568	0.095
2.260	-0.549	0.101
2.260	-0.522	0.098
2.260	-0.568	0.120
2.260	0.496	0.104
2.260	-0.735	0.091
2.260	0.539	0.104
2.260	-0.643	0.105
2.260	-0.553	0.100
2.260	0.581	0.099
2.260	-0.543	0.115
2.260	-0.437	0.097
2.260	0.571	0.111
2.260	-0.511	0.107
2.260	-0.683	0.110
2.260	-0.618	0.105
2.260	0.432	0.113
2.260	-0.536	0.110
2.260	-0.687	0.091
2.260	0.344	0.089
2.260	0.040	0.080
2.260	0.695	0.104
2.260	0.524	0.127
2.260	-0.575	0.114
2.260	0.704	0.093
2.260	-0.594	0.101
2.260	0.614	0.099
2.260	0.617	0.115
2.260	-0.691	0.106
2.260	0.658	0.120
2.260	0.680	0.104
2.260	-0.706	0.095
2.260	-0.545	0.111
2.260	0.468	0.105
2.260	-0.310	0.105
2.260	0.570	0.098
2.260	0.354	0.091
2.260	0.469	0.115
2.260	-0.280	0.119
2.260	-0.749	0.081
2.260	-0.379	0.105
2.260	0.598	0.127
2.260	0.672	0.114
2.260	0.597	0.114
2.260	-0.617	0.112
2.260	0.522	0.103
2.260	-0.530	0.126
2.260	-0.711	0.101
2.260	-0.686	0.103
2.260	0.619	0.104
2.260	0.690	0.108
2.260	-0.705	0.096
2.260	0.614	0.112
2.260	0.548	0.101
2.260	0.436	0.115
2.260	-0.585	0.098
2.260	-0.693	0.099
2.260	-0.604	0.079
2.260	0.543	0.090
2.260	-0.190	0.102
2.260	-0.648	0.100
2.260	-0.660	0.108
2.260	-0.700	0.104
2.260	-0.627	0.095
2.260	-0.602	0.092
2.260	0.502	0.102
2.260	-0.668	0.103
2.260	0.200	0.091
2.260	0.518	0.121
2.260	0.519	0.106
2.260	-0.347	0.107
2.260	-0.576	0.096
2.260	-0.536	0.113
2.260	0.611	0.123
2.260	0.699	0.096
2.260	-0.601	0.097
2.260	0.500	0.123
2.260	0.648	0.112
2.260	-0.274	0.119
2.260	-0.171	0.113
2.260	0.617	0.101
2.260	-0.394	0.110
2.260	0.573	0.110
2.260	0.656	0.109
2.260	0.585	0.096
2.260	0.588	0.093
2.260	0.678	0.113
2.260	-0.622	0.120
2.260	-0.756	0.092
2.260	0.681	0.112
2.260	0.484	0.104
2.260	0.557	0.104
2.260	0.517	0.119
2.260	-0.675	0.117
2.260	0.499	0.114
2.260	-0.642	0.108
2.260	0.401	0.101
2.260	0.759	0.089
2.260	0.582	0.116
2.260	0.136	0.108
2.260	-0.526	0.111
2.260	0.675	0.095
2.260	-0.286	0.101
2.260	0.652	0.111
2.260	-0.694	0.117
2.260	0.682	0.096
2.260	0.534	0.105
2.260	0.671	0.103
2.260	-0.471	0.121
2.260	0.454	0.102
2.260	0.561	0.117
2.260	-0.612	0.113
2.260	-0.691	0.094
2.260	-0.644	0.113
2.260	0.251	0.117
2.260	0.562	0.112
2.260	0.698	0.091
2.260	-0.685	0.103
2.260	-0.661	0.096
2.260	0.614	0.117
2.260	0.520	0.091
2.260	-0.455	0.120
2.260	-0.627	0.088
2.260	-0.654	0.097
2.260	0.755	0.098
2.260	-0.668	0.100
2.260	0.681	0.104
2.260	0.436	0.107
2.260	0.088	0.085
2.260	-0.618	0.111
2.260	0.624	0.117
2.260	0.562	0.090
2.260	-0.649	0.097
2.260	-0.601	0.105
2.260	-0.104	0.080
2.260	-0.176	0.085
2.260	0.675	0.112
2.260	-0.630	0.100
2.260	0.707	0.096
2.260	0.549	0.095
2.260	-0.374	0.105
2.260	0.554	0.125
2.260	0.553	0.115
2.260	-0.606	0.103
2.260	-0.746	0.092
2.260	0.545	0.110
2.260	0.698	0.104
2.260	0.624	0.107
2.260	-0.655	0.111
2.260	-0.524	0.100
2.260	0.612	0.118
2.260	0.664	0.098
2.260	0.640	0.106
2.260	0.696	0.107
2.260	-0.626	0.098
2.260	-0.673	0.092
2.260	-0.463	0.104
2.260	0.673	0.109
2.260	-0.553	0.105
2.260	0.376	0.088
2.260	0.575	0.104
2.260	0.669	0.094
2.260	0.661	0.112
2.260	0.345	0.116
2.260	0.672	0.111
2.260	-0.608	0.111
2.260	0.413	0.115
2.260	-0.730	0.094
2.260	-0.393	0.121
2.260	-0.705	0.109
2.260	0.564	0.116
2.260	0.629	0.090
2.260	0.538	0.082
2.260	0.478	0.102
2.260	-0.660	0.097
2.260	0.539	0.111
2.260	-0.497	0.122
2.260	0.566	0.096
2.260	0.688	0.093
2.260	-0.591	0.112
2.260	0.532	0.119
2.260	-0.686	0.092
2.260	-0.710	0.100
2.260	-0.552	0.106
2.260	0.651	0.103
2.260	-0.662	0.108
2.260	0.645	0.110
2.260	-0.666	0.100
2.260	-0.206	0.110
2.260	-0.616	0.110
2.260	0.539	0.100
2.260	0.709	0.091
2.260	0.538	0.117
2.260	0.642	0.113
2.260	-0.606	0.113
2.260	-0.557	0.103
2.260	0.482	0.110
2.260	-0.618	0.101
2.260	0.583	0.116
2.260	0.545	0.092
2.260	-0.636	0.092
2.260	0.450	0.092
2.260	-0.709	0.109
2.260	0.628	0.125
2.260	-0.620	0.108
2.260	0.506	0.111
2.260	-0.661	0.118
2.260	0.699	0.095
2.260	0.205	0.089
2.260	0.684	0.094
2.260	0.643	0.110
2.260	0.208	0.076
2.260	-0.655	0.108
2.260	-0.740	0.092
2.260	-0.566	0.118
2.260	0.453	0.093
2.260	-0.548	0.109
2.260	0.507	0.121
2.260	0.515	0.110
2.260	-0.638	0.098
2.260	0.445	0.112
2.260	-0.440	0.091
2.260	-0.707	0.094
2.260	-0.667	0.101
2.260	-0.248	0.109
2.260	0.431	0.111
2.260	-0.617	0.094
2.260	-0.386	0.107
2.260	-0.565	0.108
2.260	-0.193	0.105
2.260	0.194	0.108
2.260	-0.729	0.097
2.260	0.151	0.112
2.260	0.385	0.091
2.260	0.711	0.091
2.260	-0.639	0.101
2.260	0.688	0.097
2.260	0.419	0.100
2.260	-0.512	0.096
2.260	-0.490	0.107
2.260	-0.594	0.092
2.260	-0.638	0.103
2.260	-0.707	0.107
2.260	-0.571	0.095
2.260	-0.240	0.112
2.260	-0.644	0.105
2.260	0.592	0.093
2.260	-0.077	0.075
2.260	0.466	0.111
2.260	-0.673	0.117
2.260	-0.440	0.115
2.260	-0.492	0.093
2.260	0.483	0.116
2.260	-0.532	0.099
2.260	-0.558	0.108
2.260	0.628	0.108
2.260	0.529	0.102
2.260	-0.699	0.097
2.260	0.613	0.103
2.260	0.583	0.117
2.260	-0.632	0.084
2.260	0.495	0.108
2.260	0.706	0.099
2.260	0.607	0.108
2.260	0.513	0.117
2.260	-0.623	0.114
2.260	0.678	0.103
2.260	0.614	0.099
2.260	0.119	0.087
2.260	0.593	0.102
2.260	-0.688	0.105
2.260	-0.673	0.110
2.260	0.676	0.107
2.260	0.361	0.097
2.260	-0.421	0.104
2.260	-0.455	0.127
2.260	-0.495	0.110
2.260	-0.631	0.099
2.260	-0.315	0.084
2.260	-0.457	0.092
2.260	-0.720	0.094
2.260	-0.571	0.103
2.260	-0.646	0.111
2.260	-0.294	0.109
2.260	-0.352	0.100
2.260	0.407	0.109
2.260	-0.543	0.110
2.260	-0.497	0.117
2.260	-0.331	0.075
2.260	0.576	0.107
2.260	-0.664	0.107
2.260	0.484	0.098
2.260	0.245	0.087
2.260	-0.467	0.098
2.260	0.438	0.114
2.260	0.676	0.110
2.260	-0.576	0.106
2.260	0.618	0.104
2.260	0.525	0.098
2.260	-0.526	0.099
2.260	-0.621	0.091
2.260	0.600	0.110
2.260	-0.258	0.112
2.260	-0.478	0.109
2.260	0.575	0.106
2.260	0.656	0.098
2.260	0.571	0.098
2.260	-0.306	0.084
2.260	0.600	0.105
2.260	0.190	0.104
2.260	0.102	0.073
2.260	-0.371	0.099
2.260	0.499	0.121
2.260	0.720	0.108
2.260	0.633	0.114
2.260	-0.537	0.142
2.260	-0.469	0.100
2.260	-0.702	0.094
2.260	-0.637	0.098
2.260	0.623	0.098
2.260	0.649	0.093
2.260	0.195	0.104
2.260	-0.639	0.102
2.260	0.484	0.104
2.260	0.566	0.123
2.260	0.047	0.077
2.260	-0.620	0.099
2.260	0.612	0.108
2.260	-0.598	0.108
2.260	-0.599	0.110
2.260	0.639	0.102
2.260	-0.222	0.100
2.260	-0.730	0.105
2.260	-0.611	0.097
2.260	-0.120	0.074
2.260	-0.631	0.112
2.260	0.646	0.104
2.260	0.679	0.098
2.260	0.542	0.095
2.260	0.249	0.093
2.260	0.677	0.114
2.260	-0.576	0.087
2.260	0.698	0.093
2.260	-0.595	0.104
2.260	0.010	0.071
2.260	-0.675	0.113
2.260	-0.372	0.090
2.260	-0.566	0.109
2.260	0.654	0.099
2.260	-0.623	0.107
2.260	0.448	0.112
2.260	0.651	0.087
2.260	0.225	0.088
2.260	0.696	0.089
2.260	-0.443	0.119
2.260	-0.633	0.103
2.260	0.472	0.108
2.260	0.652	0.113
2.260	-0.586	0.105
2.260	-0.521	0.117
2.260	0.563	0.108
2.260	0.453	0.109
2.260	0.067	0.094
2.260	0.626	0.117
2.260	-0.208	0.084
2.260	0.535	0.117
2.260	0.628	0.100
2.260	0.720	0.099
2.260	-0.694	0.103
2.260	0.448	0.082
2.260	0.703	0.104
2.260	-0.569	0.103
2.260	0.111	0.092
2.260	-0.499	0.114
2.260	0.495	0.111
2.260	-0.655	0.101
2.260	-0.582	0.104
2.260	0.647	0.099
2.260	0.561	0.116
2.260	-0.006	0.104
2.260	-0.604	0.108
2.260	-0.067	0.096
2.260	-0.661	0.101
2.260	0.323	0.119
2.260	0.532	0.108
2.260	0.620	0.089
2.260	0.570	0.113
2.260	0.664	0.114
2.260	-0.546	0.109
2.260	-0.615	0.115
2.260	0.447	0.098
2.260	0.418	0.113
2.260	0.497	0.099
2.260	0.702	0.091
2.260	0.694	0.100
2.260	-0.652	0.093
2.260	-0.651	0.099
2.260	-0.635	0.106
2.260	0.655	0.116
2.260	-0.672	0.103
2.260	0.704	0.099
2.260	-0.621	0.108
2.260	0.703	0.091
2.260	0.537	0.108
2.260	-0.483	0.105
2.260	-0.610	0.116
2.260	0.419	0.118
2.260	0.382	0.128
2.260	-0.072	0.075
2.260	-0.369	0.106
2.260	-0.577	0.122
2.260	0.655	0.101
2.260	-0.751	0.085
2.260	0.679	0.086
2.260	0.626	0.097
2.260	-0.465	0.100
2.260	0.633	0.105
2.260	-0.476	0.104
2.260	-0.343	0.092
2.260	0.619	0.097
2.260	0.565	0.099
2.260	0.635	0.100
2.260	-0.736	0.107
2.260	-0.538	0.106
2.260	0.565	0.122
2.260	-0.610	0.111
2.260	-0.065	0.080
2.260	0.152	0.093
2.260	-0.546	0.124
2.260	0.025	0.086
2.260	0.528	0.095
2.260	0.672	0.091
2.260	0.597	0.109
2.260	-0.648	0.111
2.260	-0.637	0.109
2.260	0.540	0.105
2.260	0.467	0.107
2.260	0.644	0.110
2.260	0.519	0.092
2.260	-0.615	0.101
2.260	-0.354	0.099
2.260	-0.552	0.114
2.260	-0.638	0.115
2.260	0.575	0.120
2.260	-0.603	0.107
2.260	0.736	0.088
2.260	0.565	0.115
2.260	-0.664	0.098
2.260	-0.268	0.088
2.260	0.601	0.103
2.260	0.679	0.105
2.260	-0.318	0.089
2.260	-0.642	0.103
2.260	0.711	0.099
2.260	0.390	0.080
2.260	-0.532	0.099
2.260	-0.353	0.106
2.260	0.481	0.101
2.260	-0.620	0.110
2.260	0.354	0.106
2.260	0.529	0.109
2.260	-0.690	0.095
2.260	0.347	0.098
2.260	0.692	0.111
2.260	0.754	0.098
2.260	-0.654	0.103
2.260	-0.708	0.095
2.260	-0.560	0.109
2.260	-0.644	0.099
2.260	-0.671	0.111
2.260	0.213	0.088
2.260	-0.646	0.112
2.260	-0.526	0.122
2.260	-0.495	0.099
